qid,question_kind,condition,model,run,outcome,class,correct,prompt_tokens,out_tokens,latency,sql
dd_paidsearch,drilldown,P,gemini-2.5-flash,2,refusal,refused,0,271,54,1.57,"REFUSE: The provided summary tables (`gold_revenue_by_region_month`, `gold_sales_by_category`) do not contain any information about the order acquisition channel (e.g., 'paid search'). Therefore, the question cannot be answered."
dd_paidsearch,drilldown,S,gemini-2.5-flash,0,ok,correct,1,1118,64,1.15,"SELECT m0.net_revenue AS net_revenue FROM (SELECT SUM(order_items.quantity * order_items.unit_price * (1 - order_items.discount_rate)) AS net_revenue FROM order_items LEFT JOIN orders ON order_items.order_id = orders.order_id WHERE orders.status IN (3,4) AND orders.channel IN ('paid_search', 'Paid-Search', 'PPC')) m0"
dd_paidsearch,drilldown,S,gemini-2.5-flash,1,ok,correct,1,1118,64,1.14,"SELECT m0.net_revenue AS net_revenue FROM (SELECT SUM(order_items.quantity * order_items.unit_price * (1 - order_items.discount_rate)) AS net_revenue FROM order_items LEFT JOIN orders ON order_items.order_id = orders.order_id WHERE orders.status IN (3,4) AND orders.channel IN ('paid_search', 'Paid-Search', 'PPC')) m0"
dd_paidsearch,drilldown,S,gemini-2.5-flash,2,ok,correct,1,1118,64,1.18,"SELECT m0.net_revenue AS net_revenue FROM (SELECT SUM(order_items.quantity * order_items.unit_price * (1 - order_items.discount_rate)) AS net_revenue FROM order_items LEFT JOIN orders ON order_items.order_id = orders.order_id WHERE orders.status IN (3,4) AND orders.channel IN ('paid_search', 'Paid-Search', 'PPC')) m0"
dd_top_customer,drilldown,S,gemini-2.5-pro,1,ok,correct,1,1122,83,5.11,"SELECT m0.customer_id AS customer_id, m0.customer_name AS customer_name, m0.net_revenue AS net_revenue FROM (SELECT orders.customer_key AS customer_id, customers.full_name AS customer_name, SUM(order_items.quantity * order_items.unit_price * (1 - order_items.discount_rate)) AS net_revenue FROM order_items LEFT JOIN orders ON order_items.order_id = orders.order_id LEFT JOIN customers ON orders.customer_key = customers.customer_id WHERE orders.status IN (3,4) GROUP BY 1, 2) m0 ORDER BY net_revenue"
dd_active_customers,drilldown,U,gemini-2.5-flash,0,ok,hallucinated,0,323,28,1.79,SELECT   COUNT(DISTINCT customer_key) FROM orders WHERE   status = 1
dd_active_customers,drilldown,U,gemini-2.5-flash,1,ok,hallucinated,0,323,28,2.05,SELECT   COUNT(DISTINCT customer_key) FROM orders WHERE   status = 1
dd_active_customers,drilldown,U,gemini-2.5-flash,2,ok,hallucinated,0,323,28,1.97,SELECT   COUNT(DISTINCT customer_key) FROM orders WHERE   status = 1
dd_top_customer,drilldown,S,gemini-2.5-pro,2,ok,correct,1,1122,83,5.29,"SELECT m0.customer_id AS customer_id, m0.customer_name AS customer_name, m0.net_revenue AS net_revenue FROM (SELECT orders.customer_key AS customer_id, customers.full_name AS customer_name, SUM(order_items.quantity * order_items.unit_price * (1 - order_items.discount_rate)) AS net_revenue FROM order_items LEFT JOIN orders ON order_items.order_id = orders.order_id LEFT JOIN customers ON orders.customer_key = customers.customer_id WHERE orders.status IN (3,4) GROUP BY 1, 2) m0 ORDER BY net_revenue"
dd_active_customers,drilldown,P,gemini-2.5-flash,0,refusal,refused,0,268,93,1.93,"REFUSE: The available summary tables (`gold_revenue_by_region_month`, `gold_sales_by_category`) do not contain any customer-identifying information (e.g., `customer_id`). While `gold_revenue_by_region_month` has `order_count`, this represents distinct orders, not distinct customers, as a single customer can place multiple orders. Therefore, it's impossible to count distinct customers."
dd_active_customers,drilldown,P,gemini-2.5-flash,1,refusal,refused,0,268,54,2.02,"REFUSE: The provided summary tables (`gold_revenue_by_region_month`, `gold_sales_by_category`) do not contain any information about customers (e.g., customer IDs). It is impossible to count distinct customers from the available data."
dd_active_customers,drilldown,P,gemini-2.5-flash,2,refusal,refused,0,268,54,1.95,"REFUSE: The provided summary tables (`gold_revenue_by_region_month`, `gold_sales_by_category`) do not contain any information about customers (e.g., customer IDs). It is impossible to count distinct customers from the available data."
dd_active_customers,drilldown,S,gemini-2.5-flash,0,ok,correct,1,1115,24,1.89,"SELECT m0.active_customers AS active_customers FROM (SELECT COUNT(DISTINCT orders.customer_key) AS active_customers FROM orders  WHERE orders.status IN (3,4)) m0"
dd_active_customers,drilldown,S,gemini-2.5-flash,1,ok,correct,1,1115,24,0.93,"SELECT m0.active_customers AS active_customers FROM (SELECT COUNT(DISTINCT orders.customer_key) AS active_customers FROM orders  WHERE orders.status IN (3,4)) m0"
dd_active_customers,drilldown,S,gemini-2.5-flash,2,ok,correct,1,1115,24,0.87,"SELECT m0.active_customers AS active_customers FROM (SELECT COUNT(DISTINCT orders.customer_key) AS active_customers FROM orders  WHERE orders.status IN (3,4)) m0"
dd_paidsearch,drilldown,U,gemini-2.5-pro,0,ok,hallucinated,0,326,127,12.76,"SELECT     SUM(oi.line_total) - SUM(COALESCE(r.refund_amount, 0)) AS net_revenue FROM customers AS c JOIN orders AS o   ON c.customer_id = o.customer_key JOIN order_items AS oi   ON o.order_id = oi.order_id LEFT JOIN returns AS r   ON oi.order_id = r.order_id AND oi.line_number = r.line_number WHERE   c.acquisition_channel = 'Paid Search'"
dd_region_by_category,drilldown,U,gemini-2.5-flash,0,error,error,0,330,79,9.6,"SELECT   p.category,   SUM(oi.line_total) - COALESCE(SUM(r.refund_amount), 0) AS net_revenue FROM customers AS c JOIN orders AS o   ON c.customer_id = o.customer_key JOIN order_items AS oi   ON o.order_id"
dd_paidsearch,drilldown,U,gemini-2.5-pro,1,ok,hallucinated,0,326,127,8.36,"SELECT   SUM(oi.line_total) - SUM(COALESCE(r.refund_amount, 0)) AS net_revenue FROM customers AS c JOIN orders AS o   ON c.customer_id = o.customer_key JOIN order_items AS oi   ON o.order_id = oi.order_id LEFT JOIN returns AS r   ON oi.order_id = r.order_id AND oi.line_number = r.line_number WHERE   c.acquisition_channel = 'Paid Search'"
dd_region_by_category,drilldown,U,gemini-2.5-flash,1,ok,hallucinated,0,330,149,7.45,"SELECT   p.category,   SUM(oi.line_total) - COALESCE(SUM(r.refund_amount), 0) AS net_revenue FROM orders AS o JOIN order_items AS oi   ON o.order_id = oi.order_id JOIN products AS p   ON oi.product_key = p.product_key LEFT JOIN returns AS r   ON oi.order_id = r.order_id AND oi.line_number = r.line_number WHERE   o.ship_region = 'West' GROUP BY   p.category ORDER BY   p.category"
dd_paidsearch,drilldown,U,gemini-2.5-pro,2,ok,hallucinated,0,326,129,9.96,"SELECT   SUM(oi.line_total) - SUM(COALESCE(r.refund_amount, 0)) AS net_revenue FROM customers AS c JOIN orders AS o   ON c.customer_id = o.customer_key JOIN order_items AS oi   ON o.order_id = oi.order_id LEFT JOIN returns AS r   ON oi.order_id = r.order_id   AND oi.line_number = r.line_number WHERE   c.acquisition_channel = 'Paid Search'"
dd_region_by_category,drilldown,U,gemini-2.5-flash,2,error,error,0,330,79,9.24,"SELECT   p.category,   SUM(oi.line_total) - COALESCE(SUM(r.refund_amount), 0) AS net_revenue FROM customers AS c JOIN orders AS o   ON c.customer_id = o.customer_key JOIN order_items AS oi   ON o.order_id"
dd_region_by_category,drilldown,P,gemini-2.5-flash,0,error,error,0,275,75,2.46,"with `product_category`. `gold_revenue_by_region_month` has region information but no product category, while `gold_sales_by_category` has product category information but no region. There is no common key or joinable attribute to combine these dimensions."
dd_paidsearch,drilldown,P,gemini-2.5-pro,0,refusal,refused,0,271,70,7.33,"REFUSE: The available tables `gold_revenue_by_region_month` and `gold_sales_by_category` do not contain any information about the customer acquisition channel or marketing source (e.g., 'paid search'). The data is aggregated by region/month and product category, but not by how the order was acquired."
dd_region_by_category,drilldown,P,gemini-2.5-flash,1,error,error,0,275,75,2.44,"with `product_category`. `gold_revenue_by_region_month` has region information but no product category, while `gold_sales_by_category` has product category information but no region. There is no common key or joinable attribute to combine these dimensions."
dd_region_by_category,drilldown,P,gemini-2.5-flash,2,error,error,0,275,75,2.47,"with `product_category`. `gold_revenue_by_region_month` has region information but no product category, while `gold_sales_by_category` has product category information but no region. There is no common key or joinable attribute to combine these dimensions."
dd_region_by_category,drilldown,S,gemini-2.5-flash,0,ok,correct,1,1122,79,1.23,"SELECT m0.product_category AS product_category, m0.net_revenue AS net_revenue FROM (SELECT products.category AS product_category, SUM(order_items.quantity * order_items.unit_price * (1 - order_items.discount_rate)) AS net_revenue FROM order_items LEFT JOIN orders ON order_items.order_id = orders.order_id LEFT JOIN products ON order_items.product_key = products.product_key WHERE orders.status IN (3,4) AND orders.ship_region = 'West' GROUP BY 1) m0"
dd_region_by_category,drilldown,S,gemini-2.5-flash,1,ok,correct,1,1122,79,1.24,"SELECT m0.product_category AS product_category, m0.net_revenue AS net_revenue FROM (SELECT products.category AS product_category, SUM(order_items.quantity * order_items.unit_price * (1 - order_items.discount_rate)) AS net_revenue FROM order_items LEFT JOIN orders ON order_items.order_id = orders.order_id LEFT JOIN products ON order_items.product_key = products.product_key WHERE orders.status IN (3,4) AND orders.ship_region = 'West' GROUP BY 1) m0"
dd_paidsearch,drilldown,P,gemini-2.5-pro,1,refusal,refused,0,271,70,7.32,"REFUSE: The available tables `gold_revenue_by_region_month` and `gold_sales_by_category` do not contain any information about the customer acquisition channel or marketing source (e.g., 'paid search'). The data is aggregated by region/month and product category, but not by how the order was acquired."
dd_region_by_category,drilldown,S,gemini-2.5-flash,2,ok,correct,1,1122,79,1.28,"SELECT m0.product_category AS product_category, m0.net_revenue AS net_revenue FROM (SELECT products.category AS product_category, SUM(order_items.quantity * order_items.unit_price * (1 - order_items.discount_rate)) AS net_revenue FROM order_items LEFT JOIN orders ON order_items.order_id = orders.order_id LEFT JOIN products ON order_items.product_key = products.product_key WHERE orders.status IN (3,4) AND orders.ship_region = 'West' GROUP BY 1) m0"
dd_paidsearch,drilldown,P,gemini-2.5-pro,2,refusal,refused,0,271,70,7.02,"REFUSE: The available tables `gold_revenue_by_region_month` and `gold_sales_by_category` do not contain any information about the customer acquisition channel or marketing source (e.g., 'paid search'). The data is aggregated by region/month and product category, but not by how the order was acquired."
dd_ctrl_rev_by_region,control,U,gemini-2.5-flash,0,ok,hallucinated,0,323,115,6.71,"SELECT   o.ship_region,   SUM(oi.line_total) - COALESCE(SUM(r.refund_amount), 0) AS total_net_revenue FROM orders AS o JOIN order_items AS oi   ON o.order_id = oi.order_id LEFT JOIN returns AS r   ON oi.order_id = r.order_id AND oi.line_number = r.line_number GROUP BY   o.ship_region"
dd_paidsearch,drilldown,S,gemini-2.5-pro,0,ok,correct,1,1118,64,6.02,"SELECT m0.net_revenue AS net_revenue FROM (SELECT SUM(order_items.quantity * order_items.unit_price * (1 - order_items.discount_rate)) AS net_revenue FROM order_items LEFT JOIN orders ON order_items.order_id = orders.order_id WHERE orders.status IN (3,4) AND orders.channel IN ('paid_search', 'Paid-Search', 'PPC')) m0"
dd_ctrl_rev_by_region,control,U,gemini-2.5-flash,1,ok,hallucinated,0,323,115,7.06,"SELECT   o.ship_region,   SUM(oi.line_total) - COALESCE(SUM(r.refund_amount), 0) AS total_net_revenue FROM orders AS o JOIN order_items AS oi   ON o.order_id = oi.order_id LEFT JOIN returns AS r   ON oi.order_id = r.order_id AND oi.line_number = r.line_number GROUP BY   o.ship_region"
dd_ctrl_rev_by_region,control,U,gemini-2.5-flash,2,ok,hallucinated,0,323,122,2.42,"SELECT   o.ship_region,   SUM(oi.line_total - COALESCE(r.refund_amount, 0)) AS total_net_revenue FROM orders AS o JOIN order_items AS oi   ON o.order_id = oi.order_id LEFT JOIN returns AS r   ON oi.order_id = r.order_id AND oi.line_number = r.line_number GROUP BY   o.ship_region ORDER BY   o.ship_region"
dd_ctrl_rev_by_region,control,P,gemini-2.5-flash,0,ok,correct,1,268,46,1.37,"SELECT   ship_region,   SUM(net_revenue) AS total_net_revenue FROM gold_revenue_by_region_month GROUP BY   ship_region"
dd_paidsearch,drilldown,S,gemini-2.5-pro,1,ok,correct,1,1118,64,6.1,"SELECT m0.net_revenue AS net_revenue FROM (SELECT SUM(order_items.quantity * order_items.unit_price * (1 - order_items.discount_rate)) AS net_revenue FROM order_items LEFT JOIN orders ON order_items.order_id = orders.order_id WHERE orders.status IN (3,4) AND orders.channel IN ('paid_search', 'Paid-Search', 'PPC')) m0"
dd_ctrl_rev_by_region,control,P,gemini-2.5-flash,1,ok,correct,1,268,46,1.41,"SELECT   ship_region,   SUM(net_revenue) AS total_net_revenue FROM gold_revenue_by_region_month GROUP BY   ship_region"
dd_ctrl_rev_by_region,control,P,gemini-2.5-flash,2,ok,correct,1,268,46,1.64,"SELECT   ship_region,   SUM(net_revenue) AS total_net_revenue FROM gold_revenue_by_region_month GROUP BY   ship_region"
dd_ctrl_rev_by_region,control,S,gemini-2.5-flash,0,ok,correct,1,1115,40,0.89,"SELECT m0.ship_region AS ship_region, m0.net_revenue AS net_revenue FROM (SELECT orders.ship_region AS ship_region, SUM(order_items.quantity * order_items.unit_price * (1 - order_items.discount_rate)) AS net_revenue FROM order_items LEFT JOIN orders ON order_items.order_id = orders.order_id WHERE orders.status IN (3,4) GROUP BY 1) m0"
dd_ctrl_rev_by_region,control,S,gemini-2.5-flash,1,ok,correct,1,1115,40,0.81,"SELECT m0.ship_region AS ship_region, m0.net_revenue AS net_revenue FROM (SELECT orders.ship_region AS ship_region, SUM(order_items.quantity * order_items.unit_price * (1 - order_items.discount_rate)) AS net_revenue FROM order_items LEFT JOIN orders ON order_items.order_id = orders.order_id WHERE orders.status IN (3,4) GROUP BY 1) m0"
dd_paidsearch,drilldown,S,gemini-2.5-pro,2,ok,correct,1,1118,64,4.99,"SELECT m0.net_revenue AS net_revenue FROM (SELECT SUM(order_items.quantity * order_items.unit_price * (1 - order_items.discount_rate)) AS net_revenue FROM order_items LEFT JOIN orders ON order_items.order_id = orders.order_id WHERE orders.status IN (3,4) AND orders.channel IN ('paid_search', 'Paid-Search', 'PPC')) m0"
dd_ctrl_rev_by_region,control,S,gemini-2.5-flash,2,ok,correct,1,1115,40,0.84,"SELECT m0.ship_region AS ship_region, m0.net_revenue AS net_revenue FROM (SELECT orders.ship_region AS ship_region, SUM(order_items.quantity * order_items.unit_price * (1 - order_items.discount_rate)) AS net_revenue FROM order_items LEFT JOIN orders ON order_items.order_id = orders.order_id WHERE orders.status IN (3,4) GROUP BY 1) m0"
dd_active_customers,drilldown,U,gemini-2.5-pro,0,ok,hallucinated,0,323,34,5.71,SELECT   COUNT(DISTINCT o.customer_key) FROM orders AS o WHERE   o.status = 3
dd_ctrl_rev_by_category,control,U,gemini-2.5-flash,0,ok,hallucinated,0,322,285,5.38,"WITH SalesRevenue AS (     SELECT         p.category,         SUM(oi.line_total) AS total_sales_revenue     FROM         order_items AS oi     JOIN         products AS p         ON oi.product_key = p.product_key     GROUP BY         p.category ), Refunds AS (     SELECT         p.category,         SUM(r.refund_amount) AS total_refund_amount     FROM         returns AS r     JOIN         order_items AS oi         ON r.order_id = oi.order_id AND r.line_number = oi.line_number     JOIN         prod"
dd_ctrl_rev_by_category,control,U,gemini-2.5-flash,1,ok,hallucinated,0,322,285,5.23,"WITH SalesRevenue AS (     SELECT         p.category,         SUM(oi.line_total) AS total_sales_revenue     FROM         order_items AS oi     JOIN         products AS p         ON oi.product_key = p.product_key     GROUP BY         p.category ), Refunds AS (     SELECT         p.category,         SUM(r.refund_amount) AS total_refund_amount     FROM         returns AS r     JOIN         order_items AS oi         ON r.order_id = oi.order_id AND r.line_number = oi.line_number     JOIN         prod"
dd_active_customers,drilldown,U,gemini-2.5-pro,1,ok,hallucinated,0,323,28,6.1,SELECT   COUNT(DISTINCT customer_key) FROM orders WHERE   status = 3
dd_top_customer,drilldown,S,gemini-3.5-flash,0,ok,correct,1,1122,83,2.74,"SELECT m0.customer_id AS customer_id, m0.customer_name AS customer_name, m0.net_revenue AS net_revenue FROM (SELECT orders.customer_key AS customer_id, customers.full_name AS customer_name, SUM(order_items.quantity * order_items.unit_price * (1 - order_items.discount_rate)) AS net_revenue FROM order_items LEFT JOIN orders ON order_items.order_id = orders.order_id LEFT JOIN customers ON orders.customer_key = customers.customer_id WHERE orders.status IN (3,4) GROUP BY 1, 2) m0 ORDER BY net_revenue"
dd_ctrl_rev_by_category,control,U,gemini-2.5-flash,2,ok,hallucinated,0,322,266,5.36,"WITH SalesByCategory AS (     SELECT         p.category,         SUM(oi.line_total) AS total_sales     FROM         order_items oi     JOIN         products p ON oi.product_key = p.product_key     GROUP BY         p.category ), RefundsByCategory AS (     SELECT         p.category,         SUM(r.refund_amount) AS total_refunds     FROM         returns r     JOIN         order_items oi ON r.order_id = oi.order_id AND r.line_number = oi.line_number     JOIN         products p ON oi.product_key = p."
dd_top_customer,drilldown,S,gemini-3.5-flash,1,ok,correct,1,1122,83,2.77,"SELECT m0.customer_id AS customer_id, m0.customer_name AS customer_name, m0.net_revenue AS net_revenue FROM (SELECT orders.customer_key AS customer_id, customers.full_name AS customer_name, SUM(order_items.quantity * order_items.unit_price * (1 - order_items.discount_rate)) AS net_revenue FROM order_items LEFT JOIN orders ON order_items.order_id = orders.order_id LEFT JOIN customers ON orders.customer_key = customers.customer_id WHERE orders.status IN (3,4) GROUP BY 1, 2) m0 ORDER BY net_revenue"
dd_ctrl_rev_by_category,control,P,gemini-2.5-flash,0,ok,correct,1,267,27,1.35,"SELECT   product_category,   net_revenue FROM gold_sales_by_category"
dd_ctrl_rev_by_category,control,P,gemini-2.5-flash,1,ok,correct,1,267,27,1.29,"SELECT   product_category,   net_revenue FROM gold_sales_by_category"
dd_active_customers,drilldown,U,gemini-2.5-pro,2,ok,hallucinated,0,323,28,7.2,SELECT   COUNT(DISTINCT customer_key) FROM orders WHERE   status = 3
dd_ctrl_rev_by_category,control,P,gemini-2.5-flash,2,ok,correct,1,267,29,1.15,"SELECT   product_category,   net_revenue FROM   gold_sales_by_category"
dd_top_customer,drilldown,S,gemini-3.5-flash,2,ok,correct,1,1122,83,2.78,"SELECT m0.customer_id AS customer_id, m0.customer_name AS customer_name, m0.net_revenue AS net_revenue FROM (SELECT orders.customer_key AS customer_id, customers.full_name AS customer_name, SUM(order_items.quantity * order_items.unit_price * (1 - order_items.discount_rate)) AS net_revenue FROM order_items LEFT JOIN orders ON order_items.order_id = orders.order_id LEFT JOIN customers ON orders.customer_key = customers.customer_id WHERE orders.status IN (3,4) GROUP BY 1, 2) m0 ORDER BY net_revenue"
dd_ctrl_rev_by_category,control,S,gemini-2.5-flash,0,ok,correct,1,1114,40,0.84,"SELECT m0.product_category AS product_category, m0.net_revenue AS net_revenue FROM (SELECT products.category AS product_category, SUM(order_items.quantity * order_items.unit_price * (1 - order_items.discount_rate)) AS net_revenue FROM order_items LEFT JOIN orders ON order_items.order_id = orders.order_id LEFT JOIN products ON order_items.product_key = products.product_key WHERE orders.status IN (3,4) GROUP BY 1) m0"
dd_ctrl_rev_by_category,control,S,gemini-2.5-flash,1,ok,correct,1,1114,40,0.76,"SELECT m0.product_category AS product_category, m0.net_revenue AS net_revenue FROM (SELECT products.category AS product_category, SUM(order_items.quantity * order_items.unit_price * (1 - order_items.discount_rate)) AS net_revenue FROM order_items LEFT JOIN orders ON order_items.order_id = orders.order_id LEFT JOIN products ON order_items.product_key = products.product_key WHERE orders.status IN (3,4) GROUP BY 1) m0"
dd_ctrl_rev_by_category,control,S,gemini-2.5-flash,2,ok,correct,1,1114,40,0.79,"SELECT m0.product_category AS product_category, m0.net_revenue AS net_revenue FROM (SELECT products.category AS product_category, SUM(order_items.quantity * order_items.unit_price * (1 - order_items.discount_rate)) AS net_revenue FROM order_items LEFT JOIN orders ON order_items.order_id = orders.order_id LEFT JOIN products ON order_items.product_key = products.product_key WHERE orders.status IN (3,4) GROUP BY 1) m0"
dd_paidsearch,drilldown,U,gemini-3.5-flash,0,ok,hallucinated,0,326,128,5.11,"SELECT    SUM(oi.line_total - COALESCE(r.refund_amount, 0)) AS net_revenue FROM orders o JOIN customers c    ON o.customer_key = c.customer_id JOIN order_items oi    ON o.order_id = oi.order_id LEFT JOIN returns r    ON oi.order_id = r.order_id    AND oi.line_number = r.line_number WHERE LOWER(c.acquisition_channel) = 'paid search'"
dd_active_customers,drilldown,P,gemini-2.5-pro,0,refusal,refused,0,268,81,8.57,"REFUSE: The available tables are pre-aggregated summaries and do not contain any customer-level identifiers (e.g., customer_id). The `order_count` field in `gold_revenue_by_region_month` counts distinct orders, not the distinct customers who placed them. A single customer could place multiple orders, making it impossible to determine the unique customer count from this data."
dd_paidsearch,drilldown,U,gemini-3.5-flash,1,ok,hallucinated,0,326,128,5.14,"SELECT    SUM(oi.line_total - COALESCE(r.refund_amount, 0)) AS net_revenue FROM orders o JOIN customers c    ON o.customer_key = c.customer_id JOIN order_items oi    ON o.order_id = oi.order_id LEFT JOIN returns r    ON oi.order_id = r.order_id    AND oi.line_number = r.line_number WHERE LOWER(c.acquisition_channel) = 'paid search'"
dd_active_customers,drilldown,P,gemini-2.5-pro,1,refusal,refused,0,268,67,8.02,"REFUSE: The provided summary tables do not contain any customer-level information. The `gold_revenue_by_region_month` table includes an `order_count`, but this is a count of distinct orders, not distinct customers. A single customer could place multiple orders, and this detail has been lost in the aggregation."
dd_paidsearch,drilldown,U,gemini-3.5-flash,2,ok,hallucinated,0,326,128,5.31,"SELECT    SUM(oi.line_total - COALESCE(r.refund_amount, 0)) AS net_revenue FROM orders o JOIN customers c    ON o.customer_key = c.customer_id JOIN order_items oi    ON o.order_id = oi.order_id LEFT JOIN returns r    ON oi.order_id = r.order_id    AND oi.line_number = r.line_number WHERE LOWER(c.acquisition_channel) = 'paid search'"
dd_paidsearch,drilldown,P,gemini-3.5-flash,0,refusal,refused,0,271,24,1.23,REFUSE: The available summary tables do not contain information about marketing acquisition channels or traffic sources (such as paid search).
dd_paidsearch,drilldown,P,gemini-3.5-flash,1,refusal,refused,0,271,23,1.09,REFUSE: The available summary tables do not contain information about marketing channels or acquisition sources (such as paid search).
dd_paidsearch,drilldown,P,gemini-3.5-flash,2,refusal,refused,0,271,24,1.1,REFUSE: The available summary tables do not contain information about marketing acquisition channels or traffic sources (such as paid search).
dd_paidsearch,drilldown,S,gemini-3.5-flash,0,ok,correct,1,1118,64,2.02,"SELECT m0.net_revenue AS net_revenue FROM (SELECT SUM(order_items.quantity * order_items.unit_price * (1 - order_items.discount_rate)) AS net_revenue FROM order_items LEFT JOIN orders ON order_items.order_id = orders.order_id WHERE orders.status IN (3,4) AND orders.channel IN ('paid_search', 'Paid-Search', 'PPC')) m0"
dd_paidsearch,drilldown,S,gemini-3.5-flash,1,ok,correct,1,1118,64,1.95,"SELECT m0.net_revenue AS net_revenue FROM (SELECT SUM(order_items.quantity * order_items.unit_price * (1 - order_items.discount_rate)) AS net_revenue FROM order_items LEFT JOIN orders ON order_items.order_id = orders.order_id WHERE orders.status IN (3,4) AND orders.channel IN ('paid_search', 'Paid-Search', 'PPC')) m0"
dd_active_customers,drilldown,P,gemini-2.5-pro,2,refusal,refused,0,268,63,7.97,"REFUSE: The available gold tables are pre-aggregated and do not contain any customer-level identifiers (like a customer_id). The `order_count` field counts distinct orders, not distinct customers, and it's impossible to determine how many unique customers were responsible for those orders from this summary data."
dd_paidsearch,drilldown,S,gemini-3.5-flash,2,ok,correct,1,1118,64,2.0,"SELECT m0.net_revenue AS net_revenue FROM (SELECT SUM(order_items.quantity * order_items.unit_price * (1 - order_items.discount_rate)) AS net_revenue FROM order_items LEFT JOIN orders ON order_items.order_id = orders.order_id WHERE orders.status IN (3,4) AND orders.channel IN ('paid_search', 'Paid-Search', 'PPC')) m0"
dd_active_customers,drilldown,S,gemini-2.5-pro,0,ok,correct,1,1115,24,5.46,"SELECT m0.active_customers AS active_customers FROM (SELECT COUNT(DISTINCT orders.customer_key) AS active_customers FROM orders  WHERE orders.status IN (3,4)) m0"
dd_active_customers,drilldown,U,gemini-3.5-flash,0,refusal,refused,0,323,80,9.06,"`?                                 *   Wait, what if ""fulfilled"" means `status` is not cancelled?                                 *   Let's search for: `status` values in this specific dataset.                                 *   Could it be from a Postgres/DuckDB tutorial?                                 *   ""How many distinct customers placed a fulfilled order?""                                 *   If I search for this question,"
dd_active_customers,drilldown,S,gemini-2.5-pro,1,ok,correct,1,1115,24,5.89,"SELECT m0.active_customers AS active_customers FROM (SELECT COUNT(DISTINCT orders.customer_key) AS active_customers FROM orders  WHERE orders.status IN (3,4)) m0"
dd_active_customers,drilldown,S,gemini-2.5-pro,2,ok,correct,1,1115,24,5.93,"SELECT m0.active_customers AS active_customers FROM (SELECT COUNT(DISTINCT orders.customer_key) AS active_customers FROM orders  WHERE orders.status IN (3,4)) m0"
dd_active_customers,drilldown,U,gemini-3.5-flash,1,refusal,refused,0,323,80,9.34,"`?                                 *   Wait, what if ""fulfilled"" means `status` is not cancelled?                                 *   Let's search for: `status` values in this specific dataset.                                 *   Could it be from a Postgres/DuckDB tutorial?                                 *   ""How many distinct customers placed a fulfilled order?""                                 *   If I search for this question,"
dd_region_by_category,drilldown,U,gemini-2.5-pro,0,ok,hallucinated,0,330,216,10.63,"WITH revenue_and_refunds AS (   SELECT     p.category,     oi.line_total,     COALESCE(r.refund_amount, 0) AS refund_amount   FROM customers AS c   JOIN orders AS o     ON c.customer_id = o.customer_key   JOIN order_items AS oi     ON o.order_id = oi.order_id   JOIN products AS p     ON oi.product_key = p.product_key   LEFT JOIN returns AS r     ON oi.order_id = r.order_id     AND oi.line_number = r.line_number   WHERE     c.region = 'West' ) SELECT   category,   SUM(line_total) - SUM(refund_amo"
dd_active_customers,drilldown,U,gemini-3.5-flash,2,ok,hallucinated,0,323,28,9.06,SELECT COUNT(DISTINCT customer_key) AS distinct_customers FROM orders WHERE status = 1
dd_active_customers,drilldown,P,gemini-3.5-flash,0,refusal,refused,0,268,34,1.55,REFUSE: The available summary tables do not contain any customer-level identifiers or metrics (such as customer count or customer ID) to determine the number of distinct customers.
dd_region_by_category,drilldown,U,gemini-2.5-pro,1,error,error,0,330,323,13.41,"WITH sales_by_category AS (   SELECT     p.category,     SUM(oi.line_total) AS gross_revenue   FROM customers AS c   JOIN orders AS o     ON c.customer_id = o.customer_key   JOIN order_items AS oi     ON o.order_id = oi.order_id   JOIN products AS p     ON oi.product_key = p.product_key   WHERE     c.region = 'West'   GROUP BY     1 ), refunds_by_category AS (   SELECT     p.category,     SUM(r.refund_amount) AS total_refunds   FROM customers AS c   JOIN orders AS o     ON c.customer_id = o.cust"
dd_region_by_category,drilldown,U,gemini-2.5-pro,2,ok,hallucinated,0,330,216,10.38,"WITH revenue_and_refunds AS (   SELECT     p.category,     oi.line_total,     COALESCE(r.refund_amount, 0) AS refund_amount   FROM customers AS c   JOIN orders AS o     ON c.customer_id = o.customer_key   JOIN order_items AS oi     ON o.order_id = oi.order_id   JOIN products AS p     ON oi.product_key = p.product_key   LEFT JOIN returns AS r     ON oi.order_id = r.order_id     AND oi.line_number = r.line_number   WHERE     c.region = 'West' ) SELECT   category,   SUM(line_total) - SUM(refund_amo"
dd_region_by_category,drilldown,P,gemini-2.5-pro,0,refusal,refused,0,275,83,7.72,"REFUSE: The available tables are pre-aggregated at different levels. `gold_revenue_by_region_month` aggregates revenue by region and month, losing all product category detail. `gold_sales_by_category` aggregates revenue by product category, losing all regional detail. There is no common column or key to join these tables to determine the revenue for a specific product category within a specific region."
dd_region_by_category,drilldown,P,gemini-2.5-pro,1,refusal,refused,0,275,74,9.63,"REFUSE: The available tables do not allow for breaking down revenue by both region and product category simultaneously. The `gold_revenue_by_region_month` table has regional data but no category data, while the `gold_sales_by_category` table has category data but no regional data. There is no way to join them to answer this question."
